Sedentary,LPA,MPA,VPA,Steps,active
10689.345,1909.8805,56.20528,311.0826,3397.3625,0
7218.6875,934.3451,-78.920044,230.73572,1817.6588,0
6581.6997,950.9631,-44.45507,191.07129,1756.129,0
8235.36,1033.744,-105.18044,256.4821,2012.7623,0
9988.97,1120.7676,-182.10263,313.26633,2230.9458,0
10513.435,1142.5497,-194.7745,335.3531,2323.1177,0
11304.506,1190.7263,-218.05244,366.93768,2465.8281,0
7785.5,735.1965,-188.58725,242.91449,1535.2527,0
9721.602,1009.6673,-204.34569,306.15695,2058.218,0
11969.627,716.5444,-435.7776,397.51227,1790.9058,0
11223.844,651.58624,-417.61996,374.70624,1657.858,0
5760.7036,686.933,-95.305504,176.0157,1331.993,0
9632.08,1038.2738,-192.10922,308.641,2104.189,0
7251.4385,1782.2721,188.34682,185.89333,2925.9407,0
9931.663,1026.5864,-199.12856,310.90533,2118.7034,0
4478.5337,680.6742,-22.722095,131.72972,1240.4148,0
11094.836,577.99066,-434.33157,369.05722,1541.1243,0
6395.0073,987.9003,-31.665129,198.87926,1797.6642,0
7348.1724,1379.6636,58.23106,201.79208,2399.15,0
11329.912,536.75574,-468.03656,385.91278,1500.7295,0
12380.462,587.9818,-506.63416,412.70517,1631.696,0
7367.6567,1050.8068,-57.50859,224.54288,1959.6467,0
8180.3374,908.88617,-151.86761,258.58798,1820.3079,0
9592.497,1062.6925,-173.0083,298.5539,2137.8635,0
8328.623,1169.4824,-69.26552,248.56836,2184.8499,0
6918.248,735.2431,-143.34428,214.79308,1479.1268,0
8046.878,736.9066,-198.78346,256.39935,1572.6493,0
5596.087,694.80597,-76.79128,173.71875,1351.3927,0
6232.7974,1209.9628,55.41202,171.91135,2078.751,0
7810.913,885.4937,-137.60179,254.484,1778.3829,0
7568.192,624.0632,-215.64262,248.20699,1384.7559,0
11960.544,687.94995,-440.69525,403.47253,1772.1372,0
13440.508,881.4022,-464.76105,453.1036,2142.0254,0
7279.5195,596.20374,-203.16493,240.7202,1334.5242,0
7270.456,435.89737,-265.68393,241.51167,1091.1157,0
8134.173,799.1999,-196.30614,261.72888,1643.1683,0
11093.333,736.52057,-378.44443,362.9902,1764.638,0
7976.455,543.6353,-264.7714,255.22534,1285.3433,0
7063.1704,1222.7406,10.279696,204.35677,2158.8396,0
11709.336,730.18756,-420.93222,388.6481,1796.1874,0
8579.827,761.2936,-220.30862,274.0251,1644.2815,0
8687.004,745.0551,-233.6913,274.04398,1620.1721,0
8662.955,722.8618,-238.55441,277.11868,1593.9111,0
9448.087,645.63165,-311.4135,318.06354,1553.8,0
6882.874,1049.7301,-31.158659,203.74846,1913.2601,0
4645.2,688.56433,-31.977777,139.3316,1260.0042,0
10710.156,622.57056,-394.43793,352.49048,1579.5323,0
8405.285,915.9279,-171.01636,264.20514,1816.2284,0
5390.6694,1295.526,128.0694,140.99763,2136.0347,0
10344.21,1337.3965,-120.00135,322.53247,2581.5562,0
10976.556,750.41675,-364.91315,354.39304,1774.5934,0
7338.8843,698.7466,-180.95605,235.96152,1459.4204,0
10295.613,752.5818,-332.29883,332.756,1719.896,0
7392.5317,765.6228,-153.66432,228.94138,1563.2731,0
7954.436,952.6313,-120.92122,242.12221,1858.7771,0
6797.105,861.1525,-85.9153,208.72404,1659.4419,0
10540.973,1390.1438,-117.12922,322.17325,2651.3076,0
4427.3027,804.3743,18.235907,130.98117,1408.4735,0
8951.984,861.97363,-213.49579,286.85794,1806.1201,0
5780.111,896.74475,-20.895756,171.52246,1632.8009,0
7345.1226,1364.8594,44.17225,205.33958,2367.018,0
5687.6987,815.6898,-44.871685,169.9744,1507.4276,0
6639.582,1083.5642,-9.51806,193.99709,1934.4788,0
9093.983,447.74063,-370.8298,296.77774,1205.7058,0
14551.061,902.47565,-513.1972,478.9674,2234.1978,0
8279.495,1156.0225,-69.11496,250.51671,2172.6267,0
5961.42,1505.1147,170.64107,157.53954,2476.6086,0
14794.551,897.1917,-530.84467,493.3828,2249.5198,0
10517.049,425.38358,-458.30557,357.02466,1286.2576,0
6774.9863,613.35657,-179.23221,218.31021,1301.3673,0
7958.567,1243.3014,-20.845621,240.82611,2280.042,0
7224.647,1222.772,12.904904,207.42593,2189.1152,0
13823.179,1186.2045,-370.00452,448.2276,2602.122,0
9877.484,713.74304,-321.6001,320.33887,1640.193,0
10226.466,591.8634,-382.9677,333.1858,1490.912,0
5952.315,760.5869,-76.32545,186.9001,1466.594,0
9906.42,780.1808,-300.72937,309.19135,1721.3784,0
9935.964,554.29626,-378.42905,338.7445,1436.9865,0
10003.054,1003.5023,-221.07304,318.88235,2078.5796,0
7566.764,982.16376,-101.13992,219.18938,1833.8584,0
9842.402,811.1784,-281.01828,313.82126,1783.857,0
10548.6455,1431.4828,-102.560524,320.61887,2714.049,0
8445.1045,892.22327,-170.93285,276.15073,1827.1824,0
9108.299,910.90906,-205.65965,288.35504,1876.1747,0
7243.9277,713.43866,-168.61766,229.25922,1473.0254,0
8195.969,672.5099,-230.77252,262.94693,1488.2407,0
7231.3525,635.1302,-194.75352,235.6025,1369.7528,0
13920.04,812.2866,-511.90088,465.3858,2068.2986,0
7308.7896,1071.2787,-50.342854,224.66302,1982.428,0
7286.4956,700.935,-169.031,236.49884,1479.3888,0
9632.961,701.4067,-303.1225,316.32172,1630.8123,0
8101.4585,1065.7255,-82.60406,242.99388,2043.7786,0
6304.2485,969.5694,-33.575153,184.76816,1750.3729,0
8931.6875,833.0983,-218.74553,293.11252,1778.6864,0
9628.812,814.34174,-261.55878,315.86322,1803.224,0
8539.426,1325.3263,-18.132002,261.25687,2447.7012,0
9557.587,1438.2118,-42.71127,277.79,2643.055,0
7683.7817,1177.7817,-32.829163,237.69499,2156.399,0
10736.948,932.17114,-278.3894,351.16095,2046.5455,0
10745.94,824.463,-315.8571,341.8703,1876.7485,0
7496.942,843.22504,-141.5071,225.4677,1652.4175,0
5464.7515,1082.6924,56.651318,157.75755,1864.8484,0
8033.3267,640.1282,-239.353,262.27554,1425.161,0
10285.259,627.227,-366.03625,341.62067,1567.3059,0
7602.8823,842.14343,-145.02869,247.56332,1687.8325,0
10656.946,705.7148,-358.64755,372.29636,1740.7399,0
10282.751,484.23245,-423.9186,343.86328,1347.4224,0
5952.6274,1085.1096,28.915188,171.73813,1892.9646,0
7501.557,959.5617,-94.089,230.59491,1843.0935,0
8814.073,1428.2136,-16.687864,259.9558,2568.2844,0
7688.838,405.97897,-301.25095,257.79373,1075.3784,0
6608.5635,769.556,-108.3881,206.22816,1523.5571,0
5643.508,586.11676,-120.894066,181.81726,1193.2587,0
8998.928,843.73926,-225.87901,287.76852,1774.7668,0
12827.138,1316.5353,-259.87225,411.91876,2739.0095,0
5630.9736,1073.1232,45.946808,160.58609,1862.0996,0
8791.683,703.9138,-251.55695,279.8215,1576.2014,0
10738.285,670.44305,-381.86713,352.6856,1646.3596,0
9177.476,883.27765,-210.13379,293.01862,1864.235,0
7874.7534,361.0341,-328.901,264.1505,1018.12305,0
8686.323,1095.9685,-113.41597,262.13452,2101.2576,0
9268.052,676.8852,-286.6932,313.5088,1592.926,0
8057.856,1137.7086,-68.04831,241.1692,2119.193,0
7656.201,981.18585,-89.3268,232.66411,1894.9241,0
8112.0815,941.991,-137.01936,254.49588,1861.6284,0
9805.423,760.1432,-290.57208,319.70828,1730.0573,0
9017.829,1318.6877,-58.050247,273.6065,2448.5823,0
11939.056,1001.40594,-322.33078,383.9537,2215.0647,0
7191.977,970.30615,-62.528915,221.78183,1862.574,0
10724.837,358.102,-501.68237,366.25644,1197.2062,0
7629.075,527.9804,-259.7611,244.29381,1221.61,0
12055.398,1176.0603,-279.90845,385.65683,2454.2952,0
5700.9995,978.1686,4.0726466,171.2597,1738.2489,0
4539.726,682.05133,-23.815113,135.28923,1253.0583,0
7546.902,965.5925,-84.72569,233.20964,1881.118,0
11370.243,866.47107,-347.00583,365.12415,1964.745,0
6329.518,1049.1349,-0.06408184,180.01888,1870.4879,0
6981.883,969.05365,-51.819954,209.99869,1839.4004,0
7024.669,810.83276,-126.493706,211.51967,1577.1908,0
9627.424,503.15262,-380.21393,315.83447,1325.338,0
8488.523,698.9803,-239.5293,275.47903,1550.5967,0
10306.855,919.8722,-267.80356,333.8707,1983.4114,0
13933.065,1499.1486,-262.05453,440.1408,3058.3447,0
7431.72,1148.614,-26.250296,220.31328,2100.8508,0
7153.651,811.47034,-131.52882,231.01292,1613.1381,0
6892.4663,921.5207,-80.85336,208.88913,1733.0942,0
9075.474,1431.7686,-18.924055,270.4012,2617.409,0
7640.3535,674.1387,-209.43996,247.24884,1442.6014,0
10033.556,918.6342,-245.06482,319.6049,1975.3702,0
10273.27,719.3922,-336.96866,337.6866,1690.3015,0
9604.812,617.09094,-337.09503,308.9473,1486.9362,0
6635.7593,440.24557,-231.17279,218.29099,1047.079,0
7493.7676,1725.0692,162.87265,198.84676,2889.389,0
6158.6616,969.3357,-21.352026,185.80258,1757.8632,0
11531.511,1346.5266,-178.14507,359.5024,2682.648,0
10791.847,647.05194,-392.15585,362.9847,1627.5477,0
7338.348,1579.8905,125.2716,200.23993,2688.2908,0
7918.6914,865.76465,-149.45639,256.85004,1749.622,0
9020.464,1142.3744,-114.101395,273.79855,2202.9478,0
6694.2754,976.55493,-45.56902,199.0983,1804.7601,0
6458.9834,601.3707,-169.76346,198.2334,1240.6863,0
10391.651,1302.7311,-129.7834,325.269,2546.6365,0
11211.904,736.98267,-377.8661,373.90372,1793.6271,0
10751.834,716.447,-360.62195,350.547,1721.4521,0
8291.614,595.4408,-266.02734,263.36478,1373.6516,0
6411.051,552.3453,-176.53564,197.83691,1180.3352,0
7818.66,656.5626,-231.54282,249.1272,1406.498,0
7669.1196,795.68164,-155.73698,237.80205,1629.7833,0
10066.531,693.6499,-333.089,316.96283,1619.9193,0
9901.996,757.8,-299.76282,318.05673,1717.0906,0
5580.534,916.4661,0.5395196,162.62067,1653.7534,0
7180.2085,1136.4148,-16.180319,211.20338,2066.4368,0
8366.718,849.2628,-173.14749,268.55014,1770.3596,0
6344.49,558.06946,-174.02808,198.27347,1186.1969,0
9455.909,668.48096,-311.0951,316.70004,1568.1758,0
14017.564,1554.6833,-246.0129,441.46414,3147.355,0
7327.5093,706.3568,-178.42476,226.02142,1456.8591,0
6363.0933,1179.4861,40.802727,180.21538,2060.4592,0
5655.7305,637.53564,-104.83284,179.05827,1266.7433,0
7447.571,1205.4573,-3.036883,222.49667,2194.4678,0
8585.254,761.5728,-224.84029,276.4093,1644.0635,0
8620.048,786.63983,-221.13376,271.82828,1666.3884,0
10221.254,1177.1705,-164.56805,320.518,2350.5212,0
7175.803,760.60614,-148.61792,234.01736,1544.5795,0
6440.9604,1015.2328,-18.113123,190.50592,1841.094,0
8541.6,616.35425,-276.5014,274.78915,1416.4874,0
8350.753,967.79266,-137.11597,265.3892,1924.7782,0
9295.368,604.3563,-317.14627,298.27298,1457.8804,0
7391.308,815.0628,-146.03879,240.50716,1633.8809,0
8025.2896,497.2663,-278.88788,275.512,1256.7711,0
7710.836,1253.4192,-1.3064867,230.97617,2282.9395,0
9060.446,726.7375,-272.9536,282.32797,1587.2722,0
5292.441,669.2297,-82.03378,157.65082,1256.1345,0
9130.42,832.4597,-224.47766,296.0216,1793.4102,0
8002.5186,859.8302,-175.70691,245.18239,1693.5426,0
10522.701,816.9875,-312.29214,356.16965,1878.489,0
9708.909,466.24463,-394.65723,328.04358,1294.7263,0
6670.6616,834.314,-93.89875,206.47202,1606.0603,0
7820.5645,797.998,-169.6803,256.85568,1649.3962,0
9345.47,557.50854,-343.49762,314.84167,1399.5162,0
8456.544,1344.7827,-17.515005,239.18849,2424.553,0
9141.537,1303.6763,-62.935333,272.44244,2438.7632,0
6130,975.85016,-13.975457,186.39127,1775.4435,0
9629.991,1127.3098,-163.9553,297.16187,2205.7134,0
7312.375,989.5473,-70.4092,228.42094,1885.4581,0
7949.606,1006.019,-107.57169,231.9348,1907.4026,0
15837.336,1094.7083,-523.80994,523.02185,2595.21,0
7646.5874,627.2427,-230.89923,235.19797,1344.129,0
7284.5254,630.91656,-199.75912,235.32713,1362.1768,0
7187.3647,1029.0504,-54.88895,223.96252,1930.043,0
7249.1196,826.1726,-126.64681,234.91403,1650.7316,0
9156.695,1150.7946,-121.90646,289.09924,2233.4624,0
11707.646,534.5805,-489.67197,392.05188,1510.7247,0
7700.6963,1237.5988,-14.207009,223.3511,2229.2197,0
4674.6694,1004.9921,76.52263,130.13248,1704.556,0
7080.2114,826.51807,-118.911156,222.38461,1630.2129,0
10399.482,882.56586,-285.17798,343.00076,1946.4752,0
8065.733,688.44165,-220.09491,258.40015,1501.5284,0
11639.495,610.0777,-447.51648,390.98138,1638.5029,0
10195.673,712.5649,-330.61688,333.55923,1682.1471,0
6854.4414,1156.1166,4.155359,192.48581,2044.5239,0
7589.5757,754.7944,-178.70198,241.57205,1540.5813,0
11335.347,434.13672,-504.37546,388.30222,1354.18,0
9537.404,896.19464,-230.2756,301.2204,1887.6492,0
10570.687,780.2653,-322.20996,352.11063,1823.0277,0
9162.827,660.1708,-293.10303,300.48605,1537.6384,0
7990.4907,1153.6381,-51.821095,241.5053,2150.2004,0
9270.733,689.3366,-295.25946,304.78125,1575.3959,0
11035.353,635.2429,-411.06323,374.20386,1632.078,0
5768.63,1095.4557,43.403023,166.212,1905.9707,0
6122.294,1380.004,114.29118,160.90015,2299.78,0
7518.568,575.0763,-228.34538,245.50417,1305.8906,0
11232.681,1182.9117,-227.5259,352.737,2412.17,0
8987.633,1076.3433,-134.97638,277.4197,2120.0396,0
5032.014,676.59973,-51.714493,157.38008,1285.7478,0
5099.4717,642.8653,-72.92585,146.7819,1212.8798,0
8526.2295,1173.1941,-78.406654,255.2728,2200.4956,0
12262.615,716.5222,-457.29224,411.82568,1810.4362,0
6422.693,822.0837,-85.71932,199.05984,1567.5918,0
9921.322,753.9906,-308.15335,332.2242,1717.1794,0
6310.568,1018.8686,-9.067906,188.68817,1842.8549,0
6313.043,1170.7554,41.413967,171.32793,2031.8196,0
7279.1514,1111.1659,-40.923782,220.76794,2016.7853,0
10162.671,603.81085,-369.95337,336.12924,1521.4906,0
11204.215,673.3085,-403.84338,378.6736,1696.4819,0
11376.514,1019.0988,-295.71463,364.66653,2178.8682,0
7117.4917,708.819,-164.53188,222.77184,1448.396,0
10611.22,918.22986,-279.9386,336.89493,2001.1748,0
6393.3345,1175.6655,42.852234,180.58496,2064.974,0
11869.261,658.21234,-448.64615,396.20682,1711.6244,0
7202.343,862.5214,-112.414536,220.86319,1681.1669,0
8297.836,708.09845,-223.8465,273.077,1562.5886,0
5134.88,986.83136,44.041134,134.93863,1691.0184,0
11956.905,1116.2477,-287.56302,388.91617,2388.8938,0
9006.201,1376.6919,-35.747337,269.72797,2533.1877,0
9721.549,865.9691,-242.68925,308.0623,1874.5203,0
7915.5117,820.719,-165.83911,252.5998,1682.8973,0
11060.749,1025.2935,-269.95236,355.56635,2190.037,0
7494.471,1174.1989,-21.604155,228.7912,2155.8503,0
11524.094,637.5125,-442.26248,375.42526,1636.67,0
11336.574,876.31744,-334.17093,373.81873,2008.5287,0
6241.025,612.0982,-155.25824,189.74391,1236.3376,0
9082.348,667.8574,-286.36096,305.67484,1555.4894,0
7598.1807,697.0477,-191.64406,247.12288,1481.0872,0
4432.971,1110.6672,121.91295,114.34012,1820.2397,0
15086.627,840.968,-576.4858,502.6674,2167.837,0
6931.663,1153.4248,-4.7355847,203.79922,2052.8052,0
11534.127,886.1166,-345.95377,382.05817,2021.6418,0
7732.1313,970.13635,-96.747925,248.96858,1900.9395,0
8825.617,798.1866,-219.73557,290.8218,1728.6846,0
6931.853,1066.7733,-32.292114,195.5068,1919.4044,0
6055.3706,815.6521,-62.14288,188.37979,1554.2255,0
7586.194,953.1434,-96.985085,238.67947,1857.2092,0
9455.767,809.9718,-254.06001,309.68015,1779.6586,0
8940.26,1226.829,-70.33579,272.7376,2342.6936,0
10684.137,953.11865,-267.06555,345.99982,2073.9534,0
7664.9824,1352.1791,22.576363,222.96649,2380.558,0
10222.613,607.935,-368.10336,340.18533,1540.394,0
8461.105,821.23785,-192.54797,279.036,1739.3239,0
9236.0205,678.1984,-286.57062,309.5923,1583.0779,0
6173.853,926.1978,-35.14059,185.67673,1699.401,0
9115.092,577.0847,-321.1364,299.6504,1407.999,0
6231.576,735.6414,-105.41823,202.304,1445.3925,0
7359.128,622.02783,-203.69688,239.69035,1364.5201,0
8131.1943,890.54755,-151.13254,269.55725,1815.0166,0
6731.946,580.87445,-181.19775,213.94583,1261.1233,0
10101.2,646.2445,-343.9888,340.4313,1601.0096,0
12352.174,667.9372,-482.51398,409.73294,1737.9707,0
12450.267,1210.1467,-276.1202,391.68903,2544.2732,0
6133.743,653.83746,-128.15948,198.73743,1320.15,0
5947.708,841.1022,-52.249825,176.72255,1560.5076,0
5829.606,900.03754,-24.814716,162.74808,1621.2451,0
8502.545,852.9063,-197.26385,264.85614,1736.7587,0
6809.0815,858.4438,-84.37446,212.44128,1673.6064,0
13053.681,803.70593,-466.6792,414.34192,1965.2018,0
9523.189,540.5659,-361.87692,309.04498,1369.6383,0
10099.739,1056.8003,-200.53944,320.21396,2172.2275,0
8726.354,932.3149,-174.19109,263.8409,1869.7362,0
7117.667,1357.8254,62.867153,203.06664,2368.1138,0
11866.171,1365.9459,-186.6538,369.75427,2737.4785,0
9075.839,966.4329,-177.63722,280.78833,1960.376,0
7331.897,1014.76526,-68.46561,223.23257,1906.3448,0
6471.4097,717.32416,-123.640144,192.38193,1410.0715,0
7666.8857,489.32428,-272.74237,248.40266,1180.1202,0
8230.477,714.7111,-224.9639,271.83325,1545.8925,0
7528.2725,1011.0379,-82.85012,226.2876,1899.9512,0
6494.242,832.50006,-81.42003,200.26903,1594.8655,0
8537.29,972.38904,-146.47008,275.12988,1947.7648,0
10648.805,1208.9274,-181.1829,340.16486,2430.0247,0
11037.722,1406.8787,-130.10516,335.53812,2719.627,0
9512.675,760.8294,-280.5692,306.9976,1692.9117,0
11815.705,992.7071,-320.2019,391.64996,2214.6865,0
8941.603,1134.6283,-108.91556,274.09616,2201.0469,0
8793.554,1007.386,-143.83795,279.67786,2019.8594,0
12247.687,643.1611,-476.82703,404.96768,1704.6152,0
9096.303,512.9283,-345.90924,306.53864,1321.9761,0
6766.6016,679.5828,-150.40045,216.15807,1400.7631,0
8462.54,835.5148,-201.2727,271.04517,1715.7888,0
6294.756,739.36786,-101.213264,199.68883,1465.1002,0
12132.604,770.68933,-422.3403,403.60007,1893.5709,0
6245.088,1228.7206,63.653934,178.70787,2121.8,0
6878.6343,937.83624,-79.44766,203.01753,1732.0736,0
10615.907,1259.99,-170.2272,325.4758,2458.4246,0
8040.9487,1414.6057,26.073605,222.89604,2483.8967,0
7344.525,955.5199,-81.5163,226.43614,1839.9867,0
6838.5537,1005.8112,-39.65966,212.80573,1876.0486,0
6909.8823,1021.684,-55.234303,208.03456,1858.0552,0
10354.82,561.2111,-397.63077,344.39163,1471.5326,0
10003.519,922.70734,-261.23907,314.51398,1933.2505,0
8093.42,359.2702,-343.729,270.22336,1022.3371,0
6272.442,799.6597,-82.787125,196.47163,1533.7224,0
10197.638,1822.6555,51.38193,285.8109,3217.7227,0
8975.02,1091.2582,-134.45195,277.86914,2120.4963,0
8040.0513,1079.4318,-87.9747,245.82735,2040.3344,0
7871.6455,654.59265,-224.88625,254.61201,1436.5991,0
4615.342,664.5626,-35.867947,137.3573,1228.0579,0
11330.902,984.22064,-307.00815,363.21484,2123.0715,0
9143.507,979.39844,-185.5603,292.47327,1975.2969,0
11282.131,883.5384,-335.2515,374.4394,1997.5848,0
10476.623,1777.5968,21.354145,294.4342,3169.9626,0
7157.5728,1330.0983,48.640995,207.11395,2329.9731,0
7398.2456,733.32666,-176.17822,233.30266,1494.772,0
9733.051,863.12714,-247.89432,313.5989,1872.6215,0
6510.28,967.38916,-28.921526,192.24408,1795.7208,0
9520.133,1497.4108,-20.216787,281.05978,2736.4321,0
6640.674,978.5387,-39.79643,201.71782,1814.4343,0
6754.742,924.05646,-72.28322,198.63802,1718.2257,0
12567.92,853.713,-420.51782,420.01083,2046.2361,0
5969.492,1123.0377,35.392662,166.04247,1932.1638,0
7408.085,1132.9183,-23.760115,221.69632,2093.7305,0
6782.691,854.13684,-91.81921,209.61536,1646.0736,0
9515.11,851.69653,-238.90152,302.83932,1839.0259,0
9298.934,776.0589,-254.53476,308.54895,1730.241,0
7421.6465,1137.5894,-27.975405,223.00986,2095.6736,0
8171.919,983.9381,-139.0824,247.92397,1882.8726,0
6848.5063,596.3111,-184.67152,220.06332,1287.4501,0
6916.7686,615.217,-184.61545,219.70477,1310.6433,0
12351.898,681.27875,-468.0186,413.2102,1776.1042,0
11679.1875,964.2607,-331.3773,372.7501,2125.0981,0
8090.7744,1456.8451,37.608547,225.26024,2548.3518,0
7241.899,1186.5665,-6.337664,212.69727,2129.4585,0
12874.522,854.222,-432.59955,435.31076,2079.4006,0
10808.645,1007.5752,-255.67818,354.22556,2167.4395,0
7140.77,676.0039,-174.55157,231.72844,1424.5757,0
11212.188,1413.9707,-137.5,360.33374,2770.1504,0
6766.0913,1137.1641,11.932172,199.53912,2044.8492,0
7919.6963,1020.64825,-99.78038,247.20871,1960.2744,0
8448.556,767.0604,-210.57953,277.4485,1652.4613,0
11127.232,1353.9983,-156.37355,340.40384,2650.0874,0
8840.316,707.9466,-259.5044,281.04706,1570.3917,0
8088.082,668.51385,-231.14583,259.2713,1467.7045,0
10656.786,1228.155,-183.80962,342.77963,2439.1882,0
9901.62,1779.2385,47.415432,286.3066,3133.8464,0
9436.621,1576.8005,1.3624891,284.4533,2825.64,0
11033.229,592.1118,-424.42557,372.9728,1564.6238,0
11667.321,785.0046,-388.05615,379.64886,1879.9059,0
11116.158,1063.1147,-269.83386,353.7669,2220.572,0
13444.909,769.38446,-498.98883,441.16815,1963.6469,0
11667.298,1209.207,-231.15411,372.00388,2503.9023,0
8945.123,1300.9475,-63.8029,269.34216,2403.4348,0
7539.5176,917.4645,-118.17141,230.95985,1766.8617,0
9696.59,1639.9692,6.5163226,286.87753,2920.565,0
8547.952,831.28864,-202.77165,271.05505,1726.2087,0
6762.6934,1131.6925,-0.18784206,201.37509,2019.3694,0
5088.234,799.7034,-12.124005,152.63884,1461.4403,0
9852.767,626.567,-340.80713,331.56934,1549.9562,0
14587.441,890.2957,-514.0598,480.58472,2227.7761,0
7814.1655,443.43256,-292.8429,266.5805,1148.0654,0
11115.884,816.76953,-355.6997,361.32242,1873.7252,0
11056.981,733.46826,-377.44382,367.18542,1759.0679,0
8606.689,899.8942,-169.94876,272.05862,1849.147,0
6237.066,637.031,-139.00926,198.53484,1300.2787,0
7093.053,918.914,-91.521675,219.55464,1751.0505,0
5516.3867,771.6756,-48.03998,166.54047,1442.8007,0
8176.735,1574.9154,76.17282,228.68372,2728.0537,0
11169.319,913.2079,-312.1211,363.79883,2042.8057,0
8147.11,831.66675,-180.72327,245.4104,1675.4985,0
9302.952,620.8187,-318.41705,317.84903,1496.4529,0
9401,423.3852,-394.079,318.07913,1210.3146,0
5480.634,1067.0686,44.03281,154.40465,1826.6874,0
6740.73,611.67084,-167.35938,217.19823,1316.8135,0
12157.559,722.9214,-443.751,403.41428,1819.8103,0
6931.823,644.69037,-177.5008,221.98892,1354.3381,0
9894.398,966.71277,-222.24237,323.30573,2041.4615,0
7778.731,1490.1797,64.684616,222.13785,2579.8845,0
7295.2383,903.8812,-106.896164,228.39034,1740.4604,0
6881.502,1185.685,10.163091,195.29364,2090.3638,0
8579.396,611.71564,-284.99234,277.67926,1409.762,0
8457.621,471.55734,-319.4051,283.15646,1222.0223,0
8268.84,1186.8501,-57.16379,250.2973,2216.7444,0
5801.4004,346.20218,-216.23637,188.01158,852.057,0
5088.2524,587.6815,-95.61599,157.47531,1142.9409,0
9392.748,1400.3668,-55.44397,276.1806,2562.2385,0
5730.175,1018.7234,23.48774,163.56451,1798.1666,0
6498.846,592.117,-166.14473,204.21782,1256.0502,0
5008.704,769.13934,-30.133139,147.33418,1385.61,0
6745.3965,572.32526,-191.37729,219.60953,1242.6487,0
10633.689,862.49146,-305.27942,337.96667,1903.2959,0
7143.6772,777.61426,-142.60812,229.23611,1564.491,0
9542.477,904.7315,-233.31628,299.14136,1889.3683,0
9072.151,476.36084,-356.44263,300.97055,1260.3901,0
13715.08,894.86957,-463.0311,444.2449,2170.367,0
10535.527,1128.6929,-198.04391,334.43506,2304.8965,0
5594.3086,963.58124,8.991443,156.85254,1696.0347,0
5916.0083,942.0624,-22.949476,168.92633,1678.5552,0
8219.893,935.16486,-140.95372,258.23187,1869.8335,0
6307.6685,1019.9518,-3.0254467,187.87344,1857.6486,0
11157.694,1264.8506,-187.23462,348.6677,2538.725,0
6648.4556,1350.731,87.11546,187.30023,2325.9158,0
10509.251,723.41034,-348.77127,339.23087,1705.856,0
11667.909,863.3108,-356.18872,370.70322,1986.4244,0
7310.923,1057.6708,-44.50796,218.56071,1977.7804,0
5341.658,665.22876,-81.286736,161.87056,1264.0485,0
4369.927,829.72705,30.759703,123.8632,1435.8248,0
7024.302,1571.7798,136.0782,186.93312,2641.5793,0
7771.497,1065.4854,-71.164345,240.53546,2015.5022,0
